ref_area,indicator,source,classif1,classif2,time,obs_value,note_indicator,note_source
HRV,FOW_TVOL_AGE_VOL_RT,BB:5862,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,9.7,,S16:5832_T2:85
HRV,FOW_TVOL_AGE_VOL_RT,BB:5862,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,17.2,,S16:5832_T2:85
HRV,FOW_TVOL_AGE_VOL_RT,BB:5862,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,14,,S16:5832_T2:85
HRV,FOW_TVOL_AGE_VOL_RT,BB:5862,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,16.8,,S16:5832_T2:85
HRV,FOW_TVOL_AGE_VOL_RT,BB:5862,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,10.6,,S16:5832_T2:85
HRV,FOW_TVOL_AGE_VOL_RT,BB:5862,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,19.9,,S16:5832_T2:85
HRV,FOW_TVOL_AGE_VOL_RT,BB:5862,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,4.4,,S16:5832_T2:85
HRV,FOW_TVOL_AGE_VOL_RT,BB:5862,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,9.6,,S16:5832_T2:85
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2020,30.6,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2020,2.5,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2020,28.9,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2020,26.4,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2020,7.2,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2020,20.6,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2020,32.4,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2020,1.9,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2020,31.2,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2020,26.1,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2020,1.3,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2020,25.3,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2019,33.2,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2019,3.7,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2019,30.4,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2019,32.7,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2019,13.1,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2019,21.4,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2019,33.2,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2019,2.3,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2019,31.7,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2019,33.4,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2019,1.9,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2019,32.3,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2017,36.7,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2017,3.5,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2017,34.1,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2017,32.2,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2017,11.3,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2017,22.3,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2017,37.5,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2017,2.3,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2017,36.1,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2017,37.2,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2017,1.8,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2017,36.1,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2014,34.3,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2014,2,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2014,33.2,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2014,25.9,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2014,2.2,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2014,24.3,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2014,36.8,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2014,2.1,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2014,35.7,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2014,30.4,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2014,1.3,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2014,29.7,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2011,28.4,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2011,1.9,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2011,27.4,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2011,20.2,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2011,1.8,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2011,19.1,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2011,30.4,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2011,2,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2011,29.3,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2011,26.8,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2011,1.3,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BA:656,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2011,26,I33:5716,S16:5832_T3:104
HUN,FOW_TVOL_AGE_VOL_RT,BB:3062,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,6.9,,S16:5832_T2:85
HUN,FOW_TVOL_AGE_VOL_RT,BB:3062,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,7.8,,S16:5832_T2:85
HUN,FOW_TVOL_AGE_VOL_RT,BB:3062,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,12,,S16:5832_T2:85
HUN,FOW_TVOL_AGE_VOL_RT,BB:3062,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,11.4,,S16:5832_T2:85
HUN,FOW_TVOL_AGE_VOL_RT,BB:3062,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,6.9,,S16:5832_T2:85
HUN,FOW_TVOL_AGE_VOL_RT,BB:3062,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,8.1,,S16:5832_T2:85
HUN,FOW_TVOL_AGE_VOL_RT,BB:3062,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,3.6,,S16:5832_T2:85
HUN,FOW_TVOL_AGE_VOL_RT,BB:3062,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,4.5,,S16:5832_T2:85
IDN,FOW_TVOL_AGE_VOL_RT,BA:510,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2018,14.4,I33:5717,S16:5837
IDN,FOW_TVOL_AGE_VOL_RT,BA:510,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2018,10,I33:5717,S16:5837
IDN,FOW_TVOL_AGE_VOL_RT,BA:510,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2018,16.3,I33:5717,S16:5837
IDN,FOW_TVOL_AGE_VOL_RT,BA:510,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2018,10,I33:5717,S16:5837
IDN,FOW_TVOL_AGE_VOL_RT,BA:510,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2017,11.5,I33:5717,S16:5837
IDN,FOW_TVOL_AGE_VOL_RT,BA:510,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2017,8.3,I33:5717,S16:5837
IDN,FOW_TVOL_AGE_VOL_RT,BA:510,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2017,13,I33:5717,S16:5837
IDN,FOW_TVOL_AGE_VOL_RT,BA:510,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2017,7.9,I33:5717,S16:5837
IRL,FOW_TVOL_AGE_VOL_RT,BA:405,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2013,28.4,,S16:5837
IRL,FOW_TVOL_AGE_VOL_RT,BA:405,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2013,16.8,,S16:5837
IRL,FOW_TVOL_AGE_VOL_RT,BA:405,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2013,34,,S16:5837
IRL,FOW_TVOL_AGE_VOL_RT,BA:405,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2013,27.8,,S16:5837
IRL,FOW_TVOL_AGE_VOL_RT,BB:3073,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,29,,S16:5832_T2:85
IRL,FOW_TVOL_AGE_VOL_RT,BB:3073,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,37.6,,S16:5832_T2:85
IRL,FOW_TVOL_AGE_VOL_RT,BB:3073,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,26.5,,S16:5832_T2:85
IRL,FOW_TVOL_AGE_VOL_RT,BB:3073,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,28.9,,S16:5832_T2:85
IRL,FOW_TVOL_AGE_VOL_RT,BB:3073,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,30.8,,S16:5832_T2:85
IRL,FOW_TVOL_AGE_VOL_RT,BB:3073,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,39.4,,S16:5832_T2:85
IRL,FOW_TVOL_AGE_VOL_RT,BB:3073,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,23.7,,S16:5832_T2:85
IRL,FOW_TVOL_AGE_VOL_RT,BB:3073,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,34.1,,S16:5832_T2:85
ISL,FOW_TVOL_AGE_VOL_RT,BB:3061,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,32.8,,S16:5832_T2:85
ISL,FOW_TVOL_AGE_VOL_RT,BB:3061,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,64.8,,S16:5832_T2:85
ISL,FOW_TVOL_AGE_VOL_RT,BB:3061,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,34,,S16:5832_T2:85
ISL,FOW_TVOL_AGE_VOL_RT,BB:3061,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,65.5,,S16:5832_T2:85
ISL,FOW_TVOL_AGE_VOL_RT,BB:3061,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,35.7,,S16:5832_T2:85
ISL,FOW_TVOL_AGE_VOL_RT,BB:3061,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,68.7,,S16:5832_T2:85
ISL,FOW_TVOL_AGE_VOL_RT,BB:3061,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,20.7,,S16:5832_T2:85
ISL,FOW_TVOL_AGE_VOL_RT,BB:3061,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,49.3,,S16:5832_T2:85
ITA,FOW_TVOL_AGE_VOL_RT,BB:3069,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,12,,S16:5832_T2:85
ITA,FOW_TVOL_AGE_VOL_RT,BB:3069,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,11.2,,S16:5832_T2:85
ITA,FOW_TVOL_AGE_VOL_RT,BB:3069,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,16.2,,S16:5832_T2:85
ITA,FOW_TVOL_AGE_VOL_RT,BB:3069,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,11.8,,S16:5832_T2:85
ITA,FOW_TVOL_AGE_VOL_RT,BB:3069,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,12.6,,S16:5832_T2:85
ITA,FOW_TVOL_AGE_VOL_RT,BB:3069,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,12.1,,S16:5832_T2:85
ITA,FOW_TVOL_AGE_VOL_RT,BB:3069,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,8.6,,S16:5832_T2:85
ITA,FOW_TVOL_AGE_VOL_RT,BB:3069,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,8.5,,S16:5832_T2:85
KEN,FOW_TVOL_AGE_VOL_RT,BB:7021,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2016,0.3,I33:5717,S16:5840_T2:79
KEN,FOW_TVOL_AGE_VOL_RT,BB:7021,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2016,0.2,I33:5717,S16:5840_T2:79
KEN,FOW_TVOL_AGE_VOL_RT,BB:7021,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2016,0.5,I33:5717,S16:5840_T2:79
KEN,FOW_TVOL_AGE_VOL_RT,BB:7021,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2016,0.5,I33:5717,S16:5840_T2:79
LTU,FOW_TVOL_AGE_VOL_RT,BB:3065,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,16.3,,S16:5832_T2:85
LTU,FOW_TVOL_AGE_VOL_RT,BB:3065,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,16.3,,S16:5832_T2:85
LTU,FOW_TVOL_AGE_VOL_RT,BB:3065,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,16.8,,S16:5832_T2:85
LTU,FOW_TVOL_AGE_VOL_RT,BB:3065,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,24,,S16:5832_T2:85
LTU,FOW_TVOL_AGE_VOL_RT,BB:3065,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,18.7,,S16:5832_T2:85
LTU,FOW_TVOL_AGE_VOL_RT,BB:3065,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,17.7,,S16:5832_T2:85
LTU,FOW_TVOL_AGE_VOL_RT,BB:3065,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,9.3,,S16:5832_T2:85
LTU,FOW_TVOL_AGE_VOL_RT,BB:3065,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,7.5,,S16:5832_T2:85
LUX,FOW_TVOL_AGE_VOL_RT,BB:6341,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,36.7,,S16:5832_T2:85
LUX,FOW_TVOL_AGE_VOL_RT,BB:6341,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,30.3,,S16:5832_T2:85
LUX,FOW_TVOL_AGE_VOL_RT,BB:6341,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,41.4,,S16:5832_T2:85
LUX,FOW_TVOL_AGE_VOL_RT,BB:6341,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,29.9,,S16:5832_T2:85
LUX,FOW_TVOL_AGE_VOL_RT,BB:6341,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,36.5,,S16:5832_T2:85
LUX,FOW_TVOL_AGE_VOL_RT,BB:6341,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,31,,S16:5832_T2:85
LUX,FOW_TVOL_AGE_VOL_RT,BB:6341,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,33.8,,S16:5832_T2:85
LUX,FOW_TVOL_AGE_VOL_RT,BB:6341,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,27.4,,S16:5832_T2:85
LVA,FOW_TVOL_AGE_VOL_RT,BB:3074,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,7.3,,S16:5832_T2:85
LVA,FOW_TVOL_AGE_VOL_RT,BB:3074,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,28.3,,S16:5832_T2:85
LVA,FOW_TVOL_AGE_VOL_RT,BB:3074,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,8.2,,S16:5832_T2:85
LVA,FOW_TVOL_AGE_VOL_RT,BB:3074,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,23.8,,S16:5832_T2:85
LVA,FOW_TVOL_AGE_VOL_RT,BB:3074,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,8.2,,S16:5832_T2:85
LVA,FOW_TVOL_AGE_VOL_RT,BB:3074,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,31.5,,S16:5832_T2:85
LVA,FOW_TVOL_AGE_VOL_RT,BB:3074,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,4.1,,S16:5832_T2:85
LVA,FOW_TVOL_AGE_VOL_RT,BB:3074,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,21.5,,S16:5832_T2:85
MKD,FOW_TVOL_AGE_VOL_RT,BB:13357,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,11.2,,S16:5832_T2:85
MKD,FOW_TVOL_AGE_VOL_RT,BB:13357,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,21.9,,S16:5832_T2:85
MKD,FOW_TVOL_AGE_VOL_RT,BB:13357,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,14.4,,S16:5832_T2:85
MKD,FOW_TVOL_AGE_VOL_RT,BB:13357,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,25.9,,S16:5832_T2:85
MKD,FOW_TVOL_AGE_VOL_RT,BB:13357,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,12,,S16:5832_T2:85
MKD,FOW_TVOL_AGE_VOL_RT,BB:13357,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,23.5,,S16:5832_T2:85
MKD,FOW_TVOL_AGE_VOL_RT,BB:13357,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,5,,S16:5832_T2:85
MKD,FOW_TVOL_AGE_VOL_RT,BB:13357,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,11.4,,S16:5832_T2:85
MLT,FOW_TVOL_AGE_VOL_RT,BB:342,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,8.7,,S16:5832_T2:85
MLT,FOW_TVOL_AGE_VOL_RT,BB:342,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,0.9,,S16:5832_T2:85
MLT,FOW_TVOL_AGE_VOL_RT,BB:342,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,5,,S16:5832_T2:85
MLT,FOW_TVOL_AGE_VOL_RT,BB:342,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,0.4,,S16:5832_T2:85
MLT,FOW_TVOL_AGE_VOL_RT,BB:342,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,9,,S16:5832_T2:85
MLT,FOW_TVOL_AGE_VOL_RT,BB:342,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,0.9,,S16:5832_T2:85
MLT,FOW_TVOL_AGE_VOL_RT,BB:342,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,10.2,,S16:5832_T2:85
MLT,FOW_TVOL_AGE_VOL_RT,BB:342,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,1,,S16:5832_T2:85
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2018,4.5,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2018,3.1,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2018,4.8,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2018,4.8,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2017,4.6,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2017,3.9,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2017,4.8,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2017,3.2,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2016,3.9,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2016,3,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2016,4.2,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2016,3.4,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2015,4.1,I33:5717,S16:5840
MNG,FOW_TVOL_AGE_VOL_RT,BA:702,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2015,3.3,I33:5717,S16:5840
